,codimap_category,codimap_title,codimap_date,views,comment_numbers,codimap_explain,codimap_hashtag,codimap_imgurl
167,캐주얼,레이어드 연출법,21.07.01,"2,682",3,스트라이프 패턴이 돋보이는 베스트와 반팔 티셔츠를 레이어드하고 데님 팬츠를 더해 완성한 캐주얼 룩,"#스트라이프,#캠퍼스,#남친룩,#여름,#캐주얼,#반스,#로우로우,#비슬로우,#미니멀프로젝트,#제로,#캔버스/단화,#백팩,#기타 컬처,#데님 팬츠,#반소매 티셔츠,#베스트",https://image.msscdn.net/images/codimap/detail/3997/detail_3997_1_500.jpg?202307132307
168,댄디,셔츠에 집중!,21.07.02,"1,972",3,"크링클 소재가 돋보이는 셔츠와 슬랙스, 토트백으로 연출한 댄디 룩","#레더,#데이트,#뉴트럴톤,#여름,#댄디,#로터프,#오엑스 스튜디오,#커스텀에이드,#발렌티노 루디,#토트백,#구두,#시계 용품",https://image.msscdn.net/images/codimap/detail/4022/detail_4022_1_500.jpg?202307132307
169,캐주얼,원 마일 웨어,21.02.24,"2,651",3,편하게 입기 좋은 스웨트셔츠에 체크 팬츠와 스니커즈를 코디하고 크로스 백으로 마무리한 이지 캐주얼 룩,"#봄,#캐주얼,#와이엠씨엘케이와이,#반스,#와릿이즌,#블루엘리펀트,#커버낫,#메신저/크로스 백,#기타 컬처,#캔버스/단화,#안경,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/1991/detail_1991_1_500.jpg?202307132307
170,캐주얼,디테일 가득!,21.07.02,"4,671",3,그래픽 디테일이 돋보이는 티셔츠에 데님 팬츠를 코디하고 스니커즈로 완성한 캐주얼 룩,"#톤온톤,#그래픽,#모노톤,#컬러블록,#캠퍼스,#미세먼지,#와이드핏,#여름,#캐주얼,#반스,#트래블,#팝미,#로아드로아,#미니멀프로젝트,#캔버스/단화,#반소매 티셔츠,#마스크,#메신저/크로스 백,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/4037/detail_4037_1_500.jpg?202307132307
171,걸리시,귀여운 스타일,21.07.14,"2,391",3,리본 디테일이 돋보이는 원피스에 체크 패턴 메리제인 슈즈를 매치한 걸리시 룩,"#슬림핏,#체크,#하이틴룩,#여름,#걸리시,#무신사 스탠다드,#디어페기,#빅토리아 슈즈,#제이에스티나,#하트클럽,#양말,#반지,#메신저/크로스 백,#크로스백,#힐/펌프스,#헤어 액세서리,#미니 원피스",https://image.msscdn.net/images/codimap/detail/4420/detail_4420_1_500.jpg?202307132307
172,댄디,올 블랙 멋,21.08.04,"1,500",3,펀칭 디테일이 돋보이는 니트에 숏 팬츠를 코디하고 블로퍼로 멋을 더한 댄디 룩,"#레더,#올블랙,#미니멀,#펀칭,#여름,#댄디,#마이애미프로젝트,#메종미네드,#리에티,#인템포무드,#코닥,#블로퍼,#니트/스웨터,#선글라스,#데님 팬츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/5190/detail_5190_1_500.jpg?202307132307
173,골프,우아한 필드 룩,21.03.22,844,3,모노 톤의 긴팔 티셔츠와 미니스커트를 매치하고 스카프로 마무리한 골프 룩,"#봄,#골프,#빈폴 레이디스,#던스트 포 우먼,#르꼬끄,#빈폴골프,#벨베데레,#캡/야구 모자,#스카프/반다나,#긴소매 티셔츠,#보스턴/드럼/더플백",https://image.msscdn.net/images/codimap/detail/2351/detail_2351_1_500.jpg?202307132307
174,걸리시,패턴 활용법,21.03.22,"1,921",3,블랙 컬러 후드 티셔츠에 애니멀 패턴이 돋보이는 미니스커트와 폰 케이스로 완성한 걸리시 룩,"#봄,#걸리시,#스컬프터,#아파트먼트,#슈펜,#어피스오브케이크,#와릿이즌,#스칼렛또,#반소매 티셔츠,#후드 티셔츠,#부츠,#케이스/슬리브,#메신저/크로스 백,#팔찌",https://image.msscdn.net/images/codimap/detail/2357/detail_2357_1_500.jpg?202307132307
175,캐주얼,편안한 하루,21.03.02,"19,865",3,퍼플 컬러의 후드 티셔츠에 조거 팬츠를 더한 후 귀여운 볼캡으로 완성한 이지 캐주얼 룩,"#봄,#캐주얼,#제멋,#화이트블럭,#엠엠엘지,#어널러코드,#뉴발란스,#예일,#블루종/MA-1,#케이스/슬리브,#반소매 티셔츠,#트레이닝/조거 팬츠,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/2059/detail_2059_1_500.jpg?202307132307
176,캐주얼,원 마일 웨어,21.06.16,"3,101",3,편하게 입기 좋은 반팔 티셔츠에 스웨트 팬츠를 매치하고 크로스 백과 슬리퍼로 마무리한 이지 캐주얼 룩,"#로고플레이,#편안한,#원마일웨어,#모노톤,#와이드핏,#여름,#캐주얼,#크럼프,#커버낫,#와릿이즌,#아이홉소,#게스,#트레이닝/조거 팬츠,#안경 소품,#슬리퍼,#메신저/크로스 백,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/3746/detail_3746_1_500.jpg?202307132307
177,캐주얼,여름 셔츠 코디,21.06.22,"4,199",3,오버 핏 셔츠와 숏 팬츠를 매치하고 크로스 백으로 마무리한 캐주얼 룩,"#오버핏,#와이드핏,#뉴트럴톤,#피크닉,#여름,#캐주얼,#라츠,#커버낫,#다이아몬드 레이라,#코닥,#숏 팬츠,#시계 용품,#셔츠/블라우스,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/3829/detail_3829_1_500.jpg?202307132307
178,댄디,미니멀하게 완성,21.06.11,"2,298",3,심플한 디자인의 셔츠와 버뮤다 팬츠로 깔끔하게 연출한 댄디 룩,"#미니멀,#모노톤,#오버핏,#여름,#댄디,#잠트,#에가든,#블랭크룸,#쿠어,#블로퍼,#시계 용품,#미니스커트,#셔츠/블라우스,#숏 팬츠,#토트백",https://image.msscdn.net/images/codimap/detail/3672/detail_3672_1_500.jpg?202307132307
179,캐주얼,감각적 코디,21.07.02,"4,458",3,로고 프린팅 티셔츠와 데님 팬츠를 코디하고 그래픽이 돋보이는 토트백으로 포인트를 준 캐주얼 룩,"#그래픽,#로고플레이,#남친룩,#오버핏,#워싱,#여름,#캐주얼,#블레스드 뷸렛,#어널러코드,#엘엠씨,#얼킨,#목걸이/펜던트,#반소매 티셔츠,#토트백",https://image.msscdn.net/images/codimap/detail/4026/detail_4026_1_500.jpg?202307132307
180,걸리시,상큼한 스타일링,21.04.06,"2,246",3,유니크한 패턴이 돋보이는 볼레로에 데님 원피스를 더하고 타이다이 부츠로 연출한 걸리시 룩,"#봄,#걸리시,#러닝하이,#네스티팬시클럽,#닥터마틴,#스컬프터,#배디,#미니 원피스,#목걸이/펜던트,#블로퍼,#카디건,#숄더백",https://image.msscdn.net/images/codimap/detail/2596/detail_2596_1_500.jpg?202307132307
181,캐주얼,캠퍼스 룩 추천,21.06.24,"2,003",3,그래픽이 돋보이는 티셔츠에 데님 팬츠를 매치하고 옐로 컬러 스니커즈로 포인트를 더한 캐주얼 룩,"#오버핏,#캠퍼스,#컬러포인트,#그래픽,#남친룩,#여름,#캐주얼,#커버낫,#유니폼브릿지,#리끌로우,#캐치볼,#엘엠씨,#백팩,#숏 팬츠,#선글라스,#안경,#캔버스/단화,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3887/detail_3887_1_500.jpg?202307132307
182,캐주얼,눈에 띄는 디테일,20.11.05,"3,256",3,화사한 체크 셔츠와 레터링이 인상적인 니트를 레이어드한 후 그린 컬러의 스니커즈로 마무리한 이지 캐주얼 룩,"#가을,#캐주얼,#아조바이아조,#86로드,#커버낫,#메리제임스,#컨버스,#반소매 티셔츠,#니트/스웨터,#데님 팬츠,#안경,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/442/detail_442_1_500.jpg?202307132307
183,캐주얼,톤온톤 좋아,21.03.09,"5,956",3,베이지 컬러의 트러커 재킷에 아이보리 진을 매치한 후 같은 톤의 볼캡으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#무신사 스탠다드,#와르,#커스텀어클락,#마우,#마하그리드,#틀영,#반소매 티셔츠,#긴소매 티셔츠,#코튼 팬츠,#안경 소품,#카디건,#캔버스/단화,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/2161/detail_2161_1_500.jpg?202307132307
184,캐주얼,그린 컬러 포인트,20.10.30,"3,139",3,"네이비 컬러 코트에 카디건을 스타일링하고 데님 팬츠, 스니커즈로 완성한 캐주얼 룩","#가을,#캐주얼,#조셉앤스테이시,#엠엘비,#블러1.0,#컨버스,#오아이오아이,#에코백,#기타 컬처,#캡/야구 모자,#디지털,#캔버스/단화,#데님 팬츠,#카디건",https://image.msscdn.net/images/codimap/detail/365/detail_365_1_500.jpg?202307132307
185,캐주얼,데이트 가자,20.11.09,"5,499",3,"심플한 디자인의 코트와 니트, 데님 팬츠를 매치하고 뉴스보이캡으로 포인트를 준 캐주얼 룩","#데이트,#가을,#캐주얼,#유니버셜 케미스트리,#클레망,#파르티멘토,#유니폼브릿지,#로파이,#노스페이스,#헌팅캡/베레모,#구두,#로퍼,#반소매 티셔츠,#맨투맨/스웨트셔츠,#겨울 싱글 코트,#양말",https://image.msscdn.net/images/codimap/detail/487/detail_487_1_500.jpg?202307132307
186,걸리시,패턴 활용법,21.03.22,"1,921",3,블랙 컬러 후드 티셔츠에 애니멀 패턴이 돋보이는 미니스커트와 폰 케이스로 완성한 걸리시 룩,"#봄,#걸리시,#스컬프터,#아파트먼트,#슈펜,#어피스오브케이크,#와릿이즌,#스칼렛또,#반소매 티셔츠,#후드 티셔츠,#부츠,#케이스/슬리브,#메신저/크로스 백,#팔찌",https://image.msscdn.net/images/codimap/detail/2357/detail_2357_1_500.jpg?202307132307
187,아메리칸 캐주얼,벌룬 팬츠로 완성,21.08.05,"1,842",3,벌룬 핏 코튼 팬츠에 반팔 티셔츠를 스타일링한 후 슬리퍼로 완성한 아메리칸 캐주얼 룩,"#뉴트럴톤,#벌룬핏,#꾸안꾸,#아메카지,#여름,#아메리칸 캐주얼,#버켄스탁,#와일드 브릭스,#벤 데이비스,#유니폼브릿지,#사운즈라이프,#슬리퍼,#숄더백,#잡지/무크지,#셔츠/블라우스,#반소매 티셔츠,#버킷/사파리햇,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/5239/detail_5239_1_500.jpg?202307132307
188,골프,귀여운 필드 룩,21.04.06,"1,049",3,스카이블루 컬러가 돋보이는 후드 티셔츠에 플리츠스커트를 매치하고 스니커즈로 마무리한 골프 룩,"#봄,#골프,#더 스튜디오 케이,#라코스테,#배럴,#허스키,#미니스커트,#미디스커트,#양말,#미디 원피스,#골프가방",https://image.msscdn.net/images/codimap/detail/2588/detail_2588_1_500.jpg?202307132307
189,캐주얼,옐로 컬러 포인트,21.03.18,"4,548",3,로고 프린팅이 돋보이는 스웨트셔츠와 스웨트 팬츠를 매치하고 옐로 컬러의 볼캡으로 포인트를 준 캐주얼 룩,"#봄,#캐주얼,#어나더브릿지,#엘라고,#5252 바이 오아이오아이,#시눈,#레이디 볼륨,#나이키,#선글라스,#케이스/슬리브,#캡/야구 모자,#트레이닝/조거 팬츠,#패션스니커즈화",https://image.msscdn.net/images/codimap/detail/2314/detail_2314_1_500.jpg?202307132307
190,걸리시,카라 원피스 연출법,21.08.18,"2,548",3,레오퍼드 디테일이 매력적인 카라 원피스에 헤어밴드와 숄더백을 더해 연출한 걸리시 룩,"#레오퍼드,#슬림핏,#모노톤,#여친룩,#여름,#걸리시,#러쉬오프,#닥터마틴,#브이브이브이,#제로플래닛,#코이무이,#목걸이/펜던트,#블로퍼,#부츠,#캔버스/단화,#헤어 액세서리,#미니 원피스,#숄더백",https://image.msscdn.net/images/codimap/detail/5678/detail_5678_1_500.jpg?202307132307
191,댄디,올 블랙 멋,21.08.04,"1,500",3,펀칭 디테일이 돋보이는 니트에 숏 팬츠를 코디하고 블로퍼로 멋을 더한 댄디 룩,"#레더,#올블랙,#미니멀,#펀칭,#여름,#댄디,#마이애미프로젝트,#메종미네드,#리에티,#인템포무드,#코닥,#블로퍼,#니트/스웨터,#선글라스,#데님 팬츠,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/5190/detail_5190_1_500.jpg?202307132307
192,골프,우아한 필드 룩,21.03.22,844,3,모노 톤의 긴팔 티셔츠와 미니스커트를 매치하고 스카프로 마무리한 골프 룩,"#봄,#골프,#빈폴 레이디스,#던스트 포 우먼,#르꼬끄,#빈폴골프,#벨베데레,#캡/야구 모자,#스카프/반다나,#긴소매 티셔츠,#보스턴/드럼/더플백",https://image.msscdn.net/images/codimap/detail/2351/detail_2351_1_500.jpg?202307132307
193,캐주얼,편안함이 두 배!,21.03.29,"20,682",3,편하게 입기 좋은 후드 집업과 스웨트 팬츠로 완성한 이지 캐주얼 룩,"#봄,#캐주얼,#본챔스,#제로,#와릿이즌,#나이키,#레인스,#캡/야구 모자,#트레이닝/조거 팬츠,#안경 소품,#반소매 티셔츠,#긴소매 티셔츠,#후드 집업,#패션스니커즈화,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/2442/detail_2442_1_500.jpg?202307132307
194,포멀,세련된 포멀 룩,21.08.23,"2,989",3,심플한 실루엣의 블레이저에 슬랙스를 매치하고 로퍼로 멋을 더한 포멀 룩,"#레더,#미니멀,#출근룩,#데이트,#여름,#포멀,#랩12,#크로노스,#미스티카,#낫앤낫,#코앤크릿,#탄틴,#셔츠/블라우스,#피케/카라 티셔츠,#안경 소품,#쿼츠 아날로그,#반려동물용품,#벨트,#슈트/블레이저 재킷,#구두,#로퍼,#브리프케이스",https://image.msscdn.net/images/codimap/detail/5855/detail_5855_1_500.jpg?202307132307
195,아메리칸 캐주얼,편안한 색감,21.06.15,"2,289",3,그린 컬러가 돋보이는 셔츠와 퍼티그 팬츠를 매치하고 스니커즈로 완성한 아메리칸 캐주얼 룩,"#톤온톤,#뉴트럴톤,#아메카지,#로고플레이,#여름,#아메리칸 캐주얼,#유니폼브릿지,#커버낫,#유니버셜 케미스트리,#리,#안경 소품,#액자/포스터,#메신저/크로스 백,#잡지/무크지,#헌팅캡/베레모,#셔츠/블라우스",https://image.msscdn.net/images/codimap/detail/3725/detail_3725_1_500.jpg?202307132307
196,캐주얼,레이어드 추천,21.08.31,"3,297",3,"레터링이 돋보이는 스웨트셔츠에 데님 팬츠, 크로스 백을 더해 완성한 캐주얼 룩","#레이어드룩,#레터링,#캠퍼스,#남친룩,#여름,#캐주얼,#마지언타이틀,#컨버스,#후아유,#플랙,#메신저/크로스 백,#잡지/무크지,#캔버스/단화,#셔츠/블라우스,#맨투맨/스웨트셔츠,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/6173/detail_6173_1_500.jpg?202307132307
197,캐주얼,트렌디해!,21.09.29,"10,032",3,깔끔한 분위기의 카디건에 데님 팬츠를 매치하고 비니로 포인트를 더한 캐주얼 룩,"#컬러포인트,#남친룩,#꾸안꾸,#캠퍼스,#워싱,#가을,#캐주얼,#피스메이커,#후아유,#퀄리티 퍼포먼스,#플랙,#푸마,#라퍼지스토어,#비니,#메신저/크로스 백,#반소매 티셔츠,#긴소매 티셔츠,#데님 팬츠,#캔버스/단화,#카디건,#기타 시계,#사파리/헌팅 재킷",https://image.msscdn.net/images/codimap/detail/7261/detail_7261_1_500.jpg?202307132307
198,포멀,출근 룩 추천,21.08.19,"1,593",3,셔링 디테일이 돋보이는 블라우스와 슬랙스를 코디하고 숄더백으로 멋을 더한 포멀 룩,"#럭셔리,#단정한,#셔링,#출근룩,#격식,#여름,#포멀,#레페토,#발렌티노,#타미힐피거 우먼,#마르니,#플랫 슈즈,#벨트,#숄더백",https://image.msscdn.net/images/codimap/detail/5719/detail_5719_1_500.jpg?202307132307
199,캐주얼,데일리 캐주얼 룩,21.08.27,"3,706",3,체크 패턴이 돋보이는 셔츠와 코튼 팬츠를 스타일링하고 슬링 백으로 완성한 캐주얼 룩,"#레터링,#캠퍼스,#꾸안꾸,#오버핏,#키높이,#체크,#여름,#캐주얼,#엘리오티,#로드,#와릿이즌,#한글안경,#반소매 티셔츠,#셔츠/블라우스,#캔버스/단화,#웨이스트 백,#안경",https://image.msscdn.net/images/codimap/detail/6057/detail_6057_1_500.jpg?202307132307
200,캐주얼,모노 톤 코디,21.08.19,"6,611",3,편하게 입기 좋은 스웨트셔츠에 조거 팬츠를 매치하고 스니커즈로 마무리한 이지 캐주얼 룩,"#로고플레이,#원마일웨어,#편안한,#모노톤,#여름,#캐주얼,#바잘,#리,#보늬,#스케쳐스,#디스이즈네버댓,#버킷/사파리햇,#맨투맨/스웨트셔츠,#트레이닝/조거 팬츠,#패션스니커즈화,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/5725/detail_5725_1_500.jpg?202307132307
201,로맨틱,옐로 활용법,21.03.17,651,3,리본 디테일이 돋보이는 원피스에 카디건을 매치하고 옐로 컬러 레더 아이템으로 포인트를 더한 로맨틱 룩,"#봄,#로맨틱,#마뗑킴,#포스트루드,#닉앤니콜,#이스트인디고,#메신저/크로스 백,#부츠,#목걸이/펜던트,#긴소매 티셔츠,#맥시 원피스",https://image.msscdn.net/images/codimap/detail/2293/detail_2293_1_500.jpg?202307132307
202,포멀,감각 있는 조합,21.11.01,"2,144",3,오버 핏의 더블 코트에 니트와 슬랙스를 더해 연출한 포멀 룩,"#뉴트럴톤,#레이어드룩,#핀턱,#단정한,#격식,#출근룩,#레더,#가을,#포멀,#로터프,#폭스바겐 와치,#무신사 스탠다드,#커스텀에이드,#브리프케이스,#기타 시계,#반려동물용품,#슈트 팬츠/슬랙스,#안경 소품,#디퓨저/캔들,#구두,#로퍼,#반소매 티셔츠,#셔츠/블라우스,#니트/스웨터,#겨울 더블 코트,#디지털,#페도라",https://image.msscdn.net/images/codimap/detail/8478/detail_8478_1_500.jpg?202307132307
203,포멀,깔끔하게 출근,21.10.05,"4,201",3,베이식한 베스트와 셔츠를 레이어드한 후 슬랙스를 매치하여 연출한 포멀 룩,"#모노톤,#단정한,#출근룩,#격식,#레이어드룩,#미니멀,#가을,#포멀,#올리버커스텀,#토마스모어,#아르반,#반원 아틀리에,#수아레,#루이까또즈,#구두,#반소매 티셔츠,#블루종/MA-1,#머플러,#브리프케이스",https://image.msscdn.net/images/codimap/detail/7479/detail_7479_1_500.jpg?202307132307
204,캐주얼,청청 패션 완성,21.10.11,"1,530",3,그래픽이 돋보이는 스웨트셔츠에 데님 팬츠를 코디하고 백팩으로 마무리한 캐주얼 룩,"#레터링,#청청패션,#캠퍼스,#캐릭터,#가을,#캐주얼,#빌포드,#무신사 스탠다드,#마우,#파라노이드 호텔,#백팩,#잡지/무크지,#트러커 재킷,#비니,#캔버스/단화,#데님 팬츠,#안경 소품,#액자/포스터,#반소매 티셔츠,#맨투맨/스웨트셔츠,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/7622/detail_7622_1_500.jpg?202307132307
205,캐주얼,디테일에 반해,21.05.14,"1,494",3,루즈 핏 반팔 티셔츠와 화이트 데님 팬츠를 매치하고 크로스 백으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#구찌,#앤더슨벨,#반지,#구두,#메신저/크로스 백,#벨트",https://image.msscdn.net/images/codimap/detail/3162/detail_3162_1_500.jpg?202307132307
206,스트릿,그래픽 활용법,21.10.06,"7,715",3,프린팅이 돋보이는 긴팔 티셔츠와 데님 팬츠를 코디하고 비니로 마무리한 스트릿 룩,"#레더,#그래픽,#스티치,#유니크,#모노톤,#와이드핏,#레이어드룩,#가을,#스트릿,#엠엘비,#얼모스트블루,#닥터마틴,#레이디 볼륨,#하이버넷,#비니,#팔찌,#블로퍼,#부츠,#레더/라이더스 재킷,#긴소매 티셔츠,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/7581/detail_7581_1_500.jpg?202307132307
207,캐주얼,캠퍼스 룩 조합,21.10.04,"6,300",3,캐주얼 무드의 니트와 트러커 재킷을 연출하고 볼캡으로 마무리한 캐주얼 룩,"#캠퍼스,#로고플레이,#레귤러핏,#레이어드룩,#가을,#캐주얼,#메종미네드,#테이크이지,#엠엘비,#캐치볼,#와릿이즌,#유니폼브릿지,#트러커 재킷,#기타 시계,#반소매 티셔츠,#셔츠/블라우스,#캡/야구 모자,#캔버스/단화",https://image.msscdn.net/images/codimap/detail/7438/detail_7438_1_500.jpg?202307132307
208,캐주얼,봄 소풍 가는 날,21.03.17,"3,560",3,귀여운 플라워 패턴이 돋보이는 베스트에 데님 재킷을 매치하고 스니커즈를 더해 완성한 캐주얼 룩,"#봄,#캐주얼,#리복,#로얄라이프,#키르시,#스파오,#로씨로씨,#타게토,#펀프롬펀,#패션스니커즈화,#셔츠/블라우스,#반소매 티셔츠,#양말,#베스트,#롱스커트,#메신저/크로스 백,#크로스백",https://image.msscdn.net/images/codimap/detail/2291/detail_2291_1_500.jpg?202307132307
209,스트릿,시선 강탈 패션,21.11.05,"3,325",3,독특한 패턴이 돋보이는 조거 팬츠와 후드 티셔츠를 매치하고 스니커즈로 멋을 더한 스트릿 룩,"#유니크,#레터링,#오버핏,#플리스,#타이다이,#리버서블,#가을,#스트릿,#누깍,#아조바이아조,#와릿이즌,#디미토,#벙커버스터,#메신저/크로스 백,#후드 티셔츠,#비니,#플리스/뽀글이",https://image.msscdn.net/images/codimap/detail/8700/detail_8700_1_500.jpg?202307132307
210,캐주얼,귀여운 포인트,21.01.08,"2,524",3,스트라이프 니트에 유니크한 조거 팬츠를 더한 후 비니로 컬러 포인트를 준 캐주얼 룩,"#겨울,#캐주얼,#다이아몬드 레이라,#프로스펙스,#코드그라피,#와일드 브릭스,#스티그마,#스파오,#머플러,#패션스니커즈화,#비니",https://image.msscdn.net/images/codimap/detail/1349/detail_1349_1_500.jpg?202307132307
211,걸리시,귀엽게 완성,21.08.19,"2,212",3,핑크 컬러가 돋보이는 미니스커트에 스웨트셔츠를 코디하고 숄더백으로 멋을 더한 걸리시 룩,"#여친룩,#키높이,#그래픽,#짧치,#화사한,#귀여운,#여름,#걸리시,#5252 바이 오아이오아이,#스윙셋,#컨버스,#루이우이,#키르시,#미니스커트,#귀걸이,#숄더백",https://image.msscdn.net/images/codimap/detail/5730/detail_5730_1_500.jpg?202307132307
212,캐주얼,간편한 셋업,21.05.17,"3,002",3,편하게 입기 좋은 아노락 셋업에 오렌지 컬러의 볼캡으로 포인트를 준 이지 캐주얼 룩,"#봄,#캐주얼,#페넥,#뉴발란스,#엠엠엘지,#스파오,#케이스/슬리브,#캡/야구 모자,#아노락 재킷,#숏 팬츠",https://image.msscdn.net/images/codimap/detail/3178/detail_3178_1_500.jpg?202307132307
213,포멀,지적인 분위기,21.11.09,"3,466",3,매력적인 컬러의 블레이저 셋업에 니트를 매치하고 숄더백으로 마무리한 포멀 룩,"#셋업코디,#레더,#단정한,#격식,#출근룩,#모노톤,#가을,#포멀,#스위치,#인사일런스,#슈펜,#니티드,#수아레,#제이리움,#숄더백,#잡지/무크지,#겨울 싱글 코트,#디지털,#페도라,#구두,#니트/스웨터,#장갑",https://image.msscdn.net/images/codimap/detail/8817/detail_8817_1_500.jpg?202307132307
214,캐주얼,편안한 조합,21.09.06,"13,584",3,편하게 입기 좋은 긴팔 티셔츠에 스웨트 팬츠를 코디하고 스니커즈로 마무리한 이지 캐주얼 룩,"#레터링,#오버핏,#편안한,#원마일웨어,#가을,#캐주얼,#페넥,#골라 클래식,#브렌슨,#참스,#엠엘비,#지갑/머니클립,#트레이닝/조거 팬츠,#긴소매 티셔츠,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/6365/detail_6365_1_500.jpg?202307132307
215,캐주얼,산뜻한 조합,21.05.04,"9,951",3,반팔 니트에 데님 팬츠를 매치하고 숄더백으로 마무리한 캐주얼 룩,"#봄,#캐주얼,#메종 마르지엘라,#아모멘토,#택미홈 서울,#셀린느,#데님 팬츠,#안경 소품,#디퓨저/캔들,#피케/카라 티셔츠,#목걸이/펜던트,#토트백",https://image.msscdn.net/images/codimap/detail/3028/detail_3028_1_500.jpg?202307132307
216,캐주얼,편한 게 최고!,21.06.01,"2,276",3,워싱이 매력적인 숏 팬츠와 반팔 티셔츠를 코디하고 옐로 스니커즈로 포인트를 준 이지 캐주얼 룩,"#그래픽,#편안한,#원마일웨어,#여름,#캐주얼,#코닥,#라이프워크,#나이키,#헤드폰,#양말",https://image.msscdn.net/images/codimap/detail/3379/detail_3379_1_500.jpg?202307132307
217,캐주얼,시원한 컬러 조합,21.06.03,"1,687",3,프린팅 패턴이 돋보이는 반팔 티셔츠에 스웨트 팬츠를 매치한 이지 캐주얼 룩,"#편안한,#그래픽,#원마일웨어,#여름,#캐주얼,#엠엘비,#반스,#마켓,#아카이브 볼드,#카시오,#캡/야구 모자,#캔버스/단화,#숏 팬츠,#디지털",https://image.msscdn.net/images/codimap/detail/3431/detail_3431_1_500.jpg?202307132307
218,아메리칸 캐주얼,패턴의 매력,21.06.03,"9,165",3,체크 패턴이 돋보이는 셔츠와 린넨 팬츠를 매치한 아메리칸 캐주얼 룩,"#린넨,#아메카지,#체크,#여름,#아메리칸 캐주얼,#와일드 브릭스,#유니드가먼츠,#테바,#라퍼지스토어,#지갑/머니클립,#벨트,#셔츠/블라우스,#슬리퍼,#코튼 팬츠",https://image.msscdn.net/images/codimap/detail/3416/detail_3416_1_500.jpg?202307132307
219,스트릿,스트릿 무드,21.05.28,"1,642",3,프린팅 디테일이 돋보이는 반팔 티셔츠에 숏 팬츠를 매치하고 볼캡으로 마무리한 스트릿 룩,"#그래픽,#오버핏,#힙합,#봄,#스트릿,#에이징씨씨씨,#엘엠씨,#그루브라임,#마하그리드,#팔찌,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/3343/detail_3343_1_500.jpg?202307132307
220,캐주얼,캠퍼스 룩 추천,21.06.09,"4,979",3,스트라이프 티셔츠와 데님 팬츠를 매치하고 크로스 백으로 마무리한 캐주얼 룩,"#스트라이프,#캠퍼스,#여름,#캐주얼,#내셔널지오그래픽,#비바스튜디오,#라퍼지스토어,#아웃도어 프로덕츠,#패션스니커즈화,#케이스/슬리브,#메신저/크로스 백,#반소매 티셔츠",https://image.msscdn.net/images/codimap/detail/3588/detail_3588_1_500.jpg?202307132307
221,스트릿,숏 패딩 코디,21.01.05,"1,411",3,스트라이프 패턴이 돋보이는 후드 티셔츠와 카고 팬츠를 매치하고 스니커즈로 포인트를 더한 스트릿 룩,"#겨울,#스트릿,#엘엠씨,#크리틱,#비바스튜디오,#와릿이즌,#숏패딩/숏헤비 아우터,#후드 티셔츠,#비니,#케이스/슬리브",https://image.msscdn.net/images/codimap/detail/1291/detail_1291_1_500.jpg?202307132307
222,걸리시,뷔스티에 활용법,21.06.04,"2,723",3,미니 원피스에 페이즐리 패턴이 돋보이는 뷔스티에를 레이어드하고 스트랩 샌들로 완성한 걸리시 룩,"#레이어드룩,#피크닉,#페이즐리,#여름,#걸리시,#봉보,#엽페,#타게토,#닥터마틴,#노이아고,#목걸이/펜던트,#에코백,#민소매 티셔츠,#샌들,#미니 원피스",https://image.msscdn.net/images/codimap/detail/3495/detail_3495_1_500.jpg?202307132307
223,아메리칸 캐주얼,디테일 가득,21.06.09,"4,596",3,귀여운 그래픽이 매력적인 티셔츠와 벌룬 팬츠를 매치하고 플립플랍으로 마무리한 아메리칸 캐주얼 룩,"#그래픽,#꾸안꾸,#아메카지,#여름,#아메리칸 캐주얼,#한글안경,#사운즈라이프,#토앤토,#리,#타입서비스,#안경,#코튼 팬츠,#슬리퍼,#숄더백",https://image.msscdn.net/images/codimap/detail/3594/detail_3594_1_500.jpg?202307132307
